test	category	issue	expected_result	expected_message	reason
generic/513	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/514	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/515	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/516	upstream_not_applicable	-	NOTRUN	Dedupe not supported by test filesystem type: fuse	Pinned fstests classifies dedupe as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/517	upstream_not_applicable	-	NOTRUN	Dedupe not supported by scratch filesystem type: fuse	Pinned fstests classifies dedupe as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/518	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/520	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/523	known_unsupported	#255	NOTRUN	attr namespace user not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/525	known_semantic_defect	#256	FAIL	- output mismatch (see <FSTESTS_RESULT_DIR>/generic/525.out.bad)	A valid high-offset one-byte write is rejected although the large file size is accepted; tracked by #256.
generic/526	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/527	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/528	known_unsupported	#255	NOTRUN	inode creation time not supported by this filesystem	SwordFS VfsImpl::StatX remains NotSupported, including creation-time reporting; tracked by #255.
generic/529	known_unsupported	#255	NOTRUN	ACLs not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/530	upstream_not_applicable	-	NOTRUN	fuse does not support shutdown	Pinned fstests excludes this local-filesystem shutdown/freeze operation for FUSE.
generic/531	known_unsupported	#255	NOTRUN	O_TMPFILE is not supported	SwordFS VfsImpl::TmpFile returns NotSupported; tracked by #255.
generic/533	known_unsupported	#255	NOTRUN	attr namespace user not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/534	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/535	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/536	upstream_not_applicable	-	NOTRUN	fuse does not support shutdown	Pinned fstests excludes this local-filesystem shutdown/freeze operation for FUSE.
generic/537	known_unsupported	#255	NOTRUN	FSTRIM not supported	SwordFS VfsImpl::Ioctl returns NotSupported for the required filesystem ioctl capability; tracked by #255.
generic/538	upstream_not_applicable	-	NOTRUN	Need device logical block size(4096) < fs block size(4096)	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/539	known_unsupported	#255	NOTRUN	xfs_io fpunch failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/540	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/541	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/542	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/543	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/544	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/545	known_unsupported	#255	NOTRUN	file system doesn't support chattr +i	SwordFS VfsImpl::Ioctl returns NotSupported for the required filesystem ioctl capability; tracked by #255.
generic/546	known_unsupported	#255	NOTRUN	xfs_io falloc failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/547	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/548	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/549	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/550	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/552	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/553	known_unsupported	#255	NOTRUN	xfs_io chattr +i failed (old kernel/wrong fs?)	SwordFS VfsImpl::Ioctl returns NotSupported for the required filesystem ioctl capability; tracked by #255.
generic/554	upstream_not_applicable	-	NOTRUN	swapfiles are not supported	Swapfile semantics are not applicable to the SwordFS FUSE/distributed storage model.
generic/555	known_unsupported	#255	NOTRUN	xfs_io chattr +ia failed (old kernel/wrong fs?)	SwordFS VfsImpl::Ioctl returns NotSupported for the required filesystem ioctl capability; tracked by #255.
generic/556	upstream_not_applicable	-	NOTRUN	fuse does not support casefold feature	Pinned fstests excludes casefold testing for FUSE.
generic/557	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/563	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/564	known_unsupported	#255	FAIL	- output mismatch (see <FSTESTS_RESULT_DIR>/generic/564.out.bad)	SwordFS copy_file_range hook returns ENOSYS; tracked by #255.
generic/566	upstream_not_applicable	-	NOTRUN	disk quotas not supported by this filesystem type: fuse	Pinned fstests classifies disk quota testing as unsupported for filesystem type fuse.
generic/567	known_unsupported	#255	NOTRUN	xfs_io fpunch failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/568	known_unsupported	#255	NOTRUN	xfs_io falloc failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/569	known_unsupported	#255	NOTRUN	xfs_io falloc failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/570	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/572	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/573	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/574	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/575	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/576	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/577	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/578	known_unsupported	#255	NOTRUN	xfs_io fiemap failed (old kernel/wrong fs?)	SwordFS does not provide the block-mapping/fiemap capability required by this testcase; tracked by #255.
generic/580	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/581	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/582	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/583	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/584	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/586	known_unsupported	#255	NOTRUN	xfs_io falloc failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/587	upstream_not_applicable	-	NOTRUN	disk quotas not supported by this filesystem type: fuse	Pinned fstests classifies disk quota testing as unsupported for filesystem type fuse.
generic/588	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/591	known_semantic_defect	#256	FAIL	- output mismatch (see <FSTESTS_RESULT_DIR>/generic/591.out.bad)	The advertised FUSE splice-read path fails the upstream concurrent splice semantics; tracked by #256.
generic/592	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/593	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/594	upstream_not_applicable	-	NOTRUN	disk quotas not supported by this filesystem type: fuse	Pinned fstests classifies disk quota testing as unsupported for filesystem type fuse.
generic/595	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/596	known_unsupported	#255	NOTRUN	file system doesn't support chattr +S	SwordFS VfsImpl::Ioctl returns NotSupported for the required filesystem ioctl capability; tracked by #255.
generic/599	upstream_not_applicable	-	NOTRUN	fuse does not support shutdown	Pinned fstests excludes this local-filesystem shutdown/freeze operation for FUSE.
generic/600	upstream_not_applicable	-	NOTRUN	disk quotas not supported by this filesystem type: fuse	Pinned fstests classifies disk quota testing as unsupported for filesystem type fuse.
generic/601	upstream_not_applicable	-	NOTRUN	disk quotas not supported by this filesystem type: fuse	Pinned fstests classifies disk quota testing as unsupported for filesystem type fuse.
generic/602	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/603	upstream_not_applicable	-	NOTRUN	disk quotas not supported by this filesystem type: fuse	Pinned fstests classifies disk quota testing as unsupported for filesystem type fuse.
generic/605	upstream_not_applicable	-	NOTRUN	mount <FSTESTS_WORK_DIR>/scratch with dax=always failed	DAX is a local persistent-memory/block-filesystem mount feature and is not applicable to SwordFS FUSE.
generic/606	upstream_not_applicable	-	NOTRUN	mount <FSTESTS_WORK_DIR>/scratch with dax=always failed	DAX is a local persistent-memory/block-filesystem mount feature and is not applicable to SwordFS FUSE.
generic/607	known_unsupported	#255	NOTRUN	xfs_io chattr +x failed (old kernel/wrong fs?)	SwordFS VfsImpl::Ioctl returns NotSupported for the required filesystem ioctl capability; tracked by #255.
generic/608	upstream_not_applicable	-	NOTRUN	mount <FSTESTS_WORK_DIR>/scratch with dax=always failed	DAX is a local persistent-memory/block-filesystem mount feature and is not applicable to SwordFS FUSE.
generic/610	known_unsupported	#255	NOTRUN	xfs_io fzero failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/611	known_unsupported	#255	NOTRUN	attr namespace user not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/612	upstream_not_applicable	-	NOTRUN	Reflink not supported by test filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/613	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/614	upstream_not_applicable	-	NOTRUN	test requires delayed allocation buffered writes	The testcase requires local delayed-allocation page-cache behavior that is not applicable to the SwordFS FUSE data path.
generic/615	known_semantic_defect	#256	FAIL	- output mismatch (see <FSTESTS_RESULT_DIR>/generic/615.out.bad)	stat(2) reports st_blocks=0 for a file containing allocated data; tracked by #256.
generic/618	known_unsupported	#255	NOTRUN	attr namespace user not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/620	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/621	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/623	known_unsupported	#255	NOTRUN	xfs_io shutdown failed (old kernel/wrong fs?)	SwordFS VfsImpl::Ioctl returns NotSupported for the required filesystem ioctl capability; tracked by #255.
generic/624	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/625	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/626	known_unsupported	#255	NOTRUN	kernel doesn't support renameat2 syscall	The upstream probe exercises RENAME_WHITEOUT, which SwordFS does not currently support; tracked by #255.
generic/628	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/629	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/630	upstream_not_applicable	-	NOTRUN	Dedupe not supported by scratch filesystem type: fuse	Pinned fstests classifies dedupe as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/633	known_unsupported	#255	NOTRUN	ACLs not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/635	upstream_not_applicable	-	NOTRUN	fuse does not support shutdown	Pinned fstests excludes this local-filesystem shutdown/freeze operation for FUSE.
generic/636	upstream_not_applicable	-	NOTRUN	swapfiles are not supported	Swapfile semantics are not applicable to the SwordFS FUSE/distributed storage model.
generic/640	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/641	upstream_not_applicable	-	NOTRUN	swapfiles are not supported	Swapfile semantics are not applicable to the SwordFS FUSE/distributed storage model.
generic/644	upstream_not_applicable	-	NOTRUN	idmapped mounts not support by fuse	Pinned fstests excludes idmapped-mount coverage for FUSE.
generic/645	upstream_not_applicable	-	NOTRUN	idmapped mounts not support by fuse	Pinned fstests excludes idmapped-mount coverage for FUSE.
generic/646	upstream_not_applicable	-	NOTRUN	fuse does not support shutdown	Pinned fstests excludes this local-filesystem shutdown/freeze operation for FUSE.
generic/651	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/652	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/653	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/654	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/655	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/657	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/658	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/659	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/660	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/661	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/662	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/663	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/664	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/665	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/666	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/667	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/668	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/669	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/673	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/674	upstream_not_applicable	-	NOTRUN	Dedupe not supported by scratch filesystem type: fuse	Pinned fstests classifies dedupe as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/675	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/677	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/679	known_unsupported	#255	NOTRUN	xfs_io falloc failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/681	upstream_not_applicable	-	NOTRUN	disk quotas not supported by this filesystem type: fuse	Pinned fstests classifies disk quota testing as unsupported for filesystem type fuse.
generic/682	upstream_not_applicable	-	NOTRUN	disk quotas not supported by this filesystem type: fuse	Pinned fstests classifies disk quota testing as unsupported for filesystem type fuse.
generic/683	known_unsupported	#255	NOTRUN	xfs_io falloc failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/684	known_unsupported	#255	NOTRUN	xfs_io fpunch failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/685	known_unsupported	#255	NOTRUN	xfs_io fzero failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/686	known_unsupported	#255	NOTRUN	xfs_io finsert failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/687	known_unsupported	#255	NOTRUN	xfs_io fcollapse failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/688	known_unsupported	#255	NOTRUN	xfs_io falloc failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/689	upstream_not_applicable	-	NOTRUN	idmapped mounts not support by fuse	Pinned fstests excludes idmapped-mount coverage for FUSE.
generic/690	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/692	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/693	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/695	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/697	known_unsupported	#255	NOTRUN	ACLs not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/698	upstream_not_applicable	-	NOTRUN	idmapped mounts not support by fuse	Pinned fstests excludes idmapped-mount coverage for FUSE.
generic/699	upstream_not_applicable	-	NOTRUN	idmapped mounts not support by fuse	Pinned fstests excludes idmapped-mount coverage for FUSE.
generic/700	known_unsupported	#255	NOTRUN	attr namespace user not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/702	upstream_not_applicable	-	NOTRUN	Reflink not supported by scratch filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/703	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/704	environment	-	NOTRUN	scsi_debug module not found	The hosted CI kernel does not provide the scsi_debug module required by this testcase.
generic/709	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/710	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/711	upstream_not_applicable	-	NOTRUN	xfs_io swapext not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/712	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/713	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange -s 64k -l 64k not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/714	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/715	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange -s 64k -l 64k not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/716	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/717	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/718	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/719	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/720	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/721	upstream_not_applicable	-	NOTRUN	xfs_io startupdate not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/722	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/723	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/724	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/725	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/726	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/727	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/728	known_unsupported	#255	NOTRUN	attr namespace user not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/730	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/test to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/731	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/test to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/734	upstream_not_applicable	-	NOTRUN	Reflink not supported by test filesystem type: fuse	Pinned fstests classifies reflink as unsupported for FUSE, so this testcase is not applicable to the current FUSE test model.
generic/735	known_unsupported	#255	NOTRUN	xfs_io falloc failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/737	upstream_not_applicable	-	NOTRUN	fuse does not support shutdown	Pinned fstests excludes this local-filesystem shutdown/freeze operation for FUSE.
generic/738	upstream_not_applicable	-	NOTRUN	fuse does not support freezing	Pinned fstests excludes this local-filesystem shutdown/freeze operation for FUSE.
